ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
LVA,Latvia,total,Drinking water,2015,95.01016,1897994.291,On premises
MAC,"China, Macao Special Administrative Region",total,Drinking water,2015,100,602093,Available
MAF,Saint Martin (French Part),total,Drinking water,2015,99.74495,0,On premises
MAR,Morocco,total,Drinking water,2015,86.69302,30050927.86,Available
MCO,Monaco,total,Drinking water,2015,100,37723,On premises
MDA,Republic of Moldova,total,Drinking water,2015,86.58635,3524674.79,Available
MDG,Madagascar,total,Drinking water,2015,40.99014,9933583.686,Available
MDV,Maldives,total,Drinking water,2015,74.31512,338069.8849,Available
MEX,Mexico,total,Drinking water,2015,69.29949,84447145.17,Available
MHL,Marshall Islands,total,Drinking water,2015,80.05344,45985.89672,Available
MKD,North Macedonia,total,Drinking water,2015,80.34924,1670729.777,Available
MLI,Mali,total,Drinking water,2015,64.89225,11316411.2,Available
MLT,Malta,total,Drinking water,2015,100,433559,On premises
MMR,Myanmar,total,Drinking water,2015,70.24921,37007794.34,Available
MNE,Montenegro,total,Drinking water,2015,84.7121,531108.459,Available
MNG,Mongolia,total,Drinking water,2015,71.2611,2136716.328,Available
MNP,Northern Mariana Islands,total,Drinking water,2015,89.43382,49885.29053,Available
MOZ,Mozambique,total,Drinking water,2015,23.0011,6219957.268,On premises
MRT,Mauritania,total,Drinking water,2015,40.81657,1651562.574,On premises
MSR,Montserrat,total,Drinking water,2015,98.07082,4870.19695,On premises
MTQ,Martinique,total,Drinking water,2015,99.69509,377328.9863,On premises
MUS,Mauritius,total,Drinking water,2015,72.90253,918176.0391,Available
MWI,Malawi,total,Drinking water,2015,64.53353,10806336.59,Available
MYS,Malaysia,total,Drinking water,2015,93.57384,28325702.35,On premises
MYT,Mayotte,total,Drinking water,2015,90.58332,217409.9398,On premises
NAM,Namibia,total,Drinking water,2015,58.88412,1363109.007,On premises
NCL,New Caledonia,total,Drinking water,2015,95.82317,259740.2005,On premises
NER,Niger,total,Drinking water,2015,29.27155,5854796.013,Available
NGA,Nigeria,total,Drinking water,2015,61.19167,110841031.6,Available
NIC,Nicaragua,total,Drinking water,2015,55.16755,3433205.44,Available
NIU,Niue,total,Drinking water,2015,97.60614,1571.45884,Available
NLD,Netherlands,total,Drinking water,2015,100,16938491.76,On premises
NOR,Norway,total,Drinking water,2015,100,5199827.062,On premises
NPL,Nepal,total,Drinking water,2015,77.33317,20891582.16,Available
NRU,Nauru,total,Drinking water,2015,99.4,10311.756,On premises
NZL,New Zealand,total,Drinking water,2015,100,4614526.878,On premises
OMN,Oman,total,Drinking water,2015,88.57536,3779812.537,On premises
PAK,Pakistan,total,Drinking water,2015,78.55915,156668133,Available
PAN,Panama,total,Drinking water,2015,82.65424,3280125.22,Available
PER,Peru,total,Drinking water,2015,72.22037,22006078.33,Available
PHL,Philippines,total,Drinking water,2015,84.55676,86343617.33,Available
PLW,Palau,total,Drinking water,2015,99.63015,17599.66615,Available
PNG,Papua New Guinea,total,Drinking water,2015,24.82036,2012377.85,Available
POL,Poland,total,Drinking water,2015,95.96788,36500496.51,On premises
PRI,Puerto Rico,total,Drinking water,2015,95.7325,3237206.127,Available
PRK,Democratic People's Republic of Korea,total,Drinking water,2015,94.61757,23828328.94,Available
PRT,Portugal,total,Drinking water,2015,95.34825,9886036.88,Available
PRY,Paraguay,total,Drinking water,2015,84.26147,5636035.836,Available
PSE,State of Palestine,total,Drinking water,2015,87.38193,3957667.278,Available
PYF,French Polynesia,total,Drinking water,2015,97.25192,265613.4752,On premises
QAT,Qatar,total,Drinking water,2015,99.6915,2557792.826,Available
REU,Réunion,total,Drinking water,2015,99.74819,861184.9455,On premises
ROU,Romania,total,Drinking water,2015,81.90194,16319110.42,On premises
RUS,Russian Federation,total,Drinking water,2015,75.65239,109684656,On premises
RWA,Rwanda,total,Drinking water,2015,68.46736,7784099.133,Available
SAU,Saudi Arabia,total,Drinking water,2015,98.56171,31261484.15,On premises
SDN,Sudan,total,Drinking water,2015,81.75794,31806249.51,Available
SEN,Senegal,total,Drinking water,2015,49.30882,7188462.035,Available
SGP,Singapore,total,Drinking water,2015,100,5592143,On premises
SHN,Saint Helena,total,Drinking water,2015,98.42491,5776.55799,On premises
SLB,Solomon Islands,total,Drinking water,2015,37.9678,228996.3576,Available
SLE,Sierra Leone,total,Drinking water,2015,48.21939,3458251.096,Available
SLV,El Salvador,total,Drinking water,2015,74.11738,4688014.219,Available
SMR,San Marino,total,Drinking water,2015,100,33270,Available
SOM,Somalia,total,Drinking water,2015,51.45071,7098759.295,Available
SPM,Saint Pierre and Miquelon,total,Drinking water,2015,91.4,5476.688,Available
SRB,Serbia,total,Drinking water,2015,91.82301,8150924.226,Available
SSD,South Sudan,total,Drinking water,2015,2.30495,246990.9074,On premises
STP,Sao Tome and Principe,total,Drinking water,2015,66.56025,132747.0916,Available
SUR,Suriname,total,Drinking water,2015,80.72125,451341.5567,Available
SVK,Slovakia,total,Drinking water,2015,99.78719,5424046.423,On premises
SVN,Slovenia,total,Drinking water,2015,98.27432,2035456.752,On premises
SWE,Sweden,total,Drinking water,2015,99.78123,9743586.322,On premises
SWZ,Eswatini,total,Drinking water,2015,47.00678,518972.7681,On premises
SXM,Sint Maarten (Dutch part),total,Drinking water,2015,93.03044,37181.4747,On premises
SYC,Seychelles,total,Drinking water,2015,95.11358,90339.82743,On premises
SYR,Syrian Arab Republic,total,Drinking water,2015,93.33559,16797989.28,Available
TCA,Turks and Caicos Islands,total,Drinking water,2015,90.45448,32544.61849,On premises
TCD,Chad,total,Drinking water,2015,45.99885,6490884.546,Available
TGO,Togo,total,Drinking water,2015,57.91946,4241535.861,Available
THA,Thailand,total,Drinking water,2015,98.96635,68004244.37,Available
TJK,Tajikistan,total,Drinking water,2015,51.88727,4386559.88,Available
TKL,Tokelau,total,Drinking water,2015,92.15897,1149.22237,On premises
TKM,Turkmenistan,total,Drinking water,2015,98.25675,5468265.927,Available
TLS,Timor-Leste,total,Drinking water,2015,60.55558,724422.7402,On premises
TON,Tonga,total,Drinking water,2015,90.69561,91403.03187,Available
TTO,Trinidad and Tobago,total,Drinking water,2015,81.1754,1112372.478,Available
TUN,Tunisia,total,Drinking water,2015,79.29517,8865160.826,Available
TUR,Turkey,total,Drinking water,2015,92.24437,72438961.21,On premises
TUV,Tuvalu,total,Drinking water,2015,97.7,10843.723,On premises
TZA,United Republic of Tanzania,total,Drinking water,2015,29.92418,15405756.22,Available
UGA,Uganda,total,Drinking water,2015,68.62748,26233159.34,Available
UKR,Ukraine,total,Drinking water,2015,91.87727,41272773.28,On premises
URY,Uruguay,total,Drinking water,2015,99.6695,3400736.376,Available
USA,United States of America,total,Drinking water,2015,96.41327,309369259.9,Available
UZB,Uzbekistan,total,Drinking water,2015,58.85883,18204776.31,On premises
VCT,Saint Vincent and the Grenadines,total,Drinking water,2015,69.83659,76216.16404,Available
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2015,48.68593,14645617.37,Available
VGB,British Virgin Islands,total,Drinking water,2015,97.99269,28562.91025,On premises
VIR,United States Virgin Islands,total,Drinking water,2015,97.936,102783.8309,On premises
VNM,Viet Nam,total,Drinking water,2015,93.32806,86493721.37,On premises
VUT,Vanuatu,total,Drinking water,2015,49.62004,134533.8139,On premises
WLF,Wallis and Futuna Islands,total,Drinking water,2015,98.53894,12082.84505,On premises
WSM,Samoa,total,Drinking water,2015,74.83282,144808.9884,Available
YEM,Yemen,total,Drinking water,2015,51.60524,13674293.77,Available
ZAF,South Africa,total,Drinking water,2015,73.38716,40646480.3,Available
ZMB,Zambia,total,Drinking water,2015,48.7991,7748989.984,Available
ZWE,Zimbabwe,total,Drinking water,2015,59.96424,8283844.808,Available
