ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
NGA,Nigeria,total,Sanitation,2011,0,0,Faecal sludge treated
NIC,Nicaragua,total,Sanitation,2011,17.05386,1006695.397,Sewage treated
NLD,Netherlands,total,Sanitation,2011,0.14738,24669.55686,Faecal sludge treated
NOR,Norway,total,Sanitation,2011,0.86612,42858.32057,Faecal sludge treated
NPL,Nepal,total,Sanitation,2011,0,0,Faecal sludge treated
NZL,New Zealand,total,Sanitation,2011,2.65951,117515.0045,Faecal sludge treated
OMN,Oman,total,Sanitation,2011,19.03435,618826.0672,Sewage treated
PER,Peru,total,Sanitation,2011,2.25115,658782.717,Faecal sludge treated
PHL,Philippines,total,Sanitation,2011,0,0,Faecal sludge treated
PNG,Papua New Guinea,total,Sanitation,2011,2.03325,151928.6366,Sewage treated
POL,Poland,total,Sanitation,2011,17.0978,6546205.911,Faecal sludge treated
PRI,Puerto Rico,total,Sanitation,2011,0.0653,2324.74442,Faecal sludge treated
PRK,Democratic People's Republic of Korea,total,Sanitation,2011,0.63967,157829.087,Disposed insitu
PRT,Portugal,total,Sanitation,2011,8.4453,892616.6675,Faecal sludge treated
PRY,Paraguay,total,Sanitation,2011,0,0,Faecal sludge treated
PSE,State of Palestine,total,Sanitation,2011,5.02483,208512.9378,Faecal sludge treated
QAT,Qatar,total,Sanitation,2011,0,0,Faecal sludge treated
ROU,Romania,total,Sanitation,2011,15.44177,3140350.075,Faecal sludge treated
RUS,Russian Federation,total,Sanitation,2011,3.94607,5670622.78,Faecal sludge treated
SAU,Saudi Arabia,total,Sanitation,2011,0.22822,64512.0726,Faecal sludge treated
SEN,Senegal,total,Sanitation,2011,0,0,Faecal sludge treated
SGP,Singapore,total,Sanitation,2011,0,0,Faecal sludge treated
SLE,Sierra Leone,total,Sanitation,2011,0,0,Faecal sludge treated
SLV,El Salvador,total,Sanitation,2011,1.58784,98613.83774,Sewage treated
SMR,San Marino,total,Sanitation,2011,0,0,Faecal sludge treated
SOM,Somalia,total,Sanitation,2011,0,0,Faecal sludge treated
SRB,Serbia,total,Sanitation,2011,0.26506,23759.28978,Faecal sludge treated
STP,Sao Tome and Principe,total,Sanitation,2011,0,0,Faecal sludge treated
SUR,Suriname,total,Sanitation,2011,0,0,Faecal sludge treated
SVK,Slovakia,total,Sanitation,2011,8.19338,443174.5714,Faecal sludge treated
SVN,Slovenia,total,Sanitation,2011,1.30091,26685.36415,Faecal sludge treated
SWE,Sweden,total,Sanitation,2011,3.86511,365898.6448,Faecal sludge treated
SWZ,Eswatini,total,Sanitation,2011,3.22667,34590.87557,Sewage treated
TCD,Chad,total,Sanitation,2011,0,0,Faecal sludge treated
TGO,Togo,total,Sanitation,2011,0,0,Faecal sludge treated
THA,Thailand,total,Sanitation,2011,0,0,Faecal sludge treated
TON,Tonga,total,Sanitation,2011,0,0,Faecal sludge treated
TUN,Tunisia,total,Sanitation,2011,0.72419,77791.27087,Faecal sludge treated
TUR,Turkey,total,Sanitation,2011,5.36208,3938085.156,Faecal sludge treated
TUV,Tuvalu,total,Sanitation,2011,0,0,Faecal sludge treated
TZA,United Republic of Tanzania,total,Sanitation,2011,0,0,Faecal sludge treated
UGA,Uganda,total,Sanitation,2011,0.08458,28316.06181,Sewage treated
UKR,Ukraine,total,Sanitation,2011,9.53735,4350927.095,Faecal sludge treated
USA,United States of America,total,Sanitation,2011,9.35083,29135709.2,Faecal sludge treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2011,0.23227,67099.1285,Faecal sludge treated
WSM,Samoa,total,Sanitation,2011,0,0,Faecal sludge treated
YEM,Yemen,total,Sanitation,2011,3.19999,761840.7638,Faecal sludge treated
ZWE,Zimbabwe,total,Sanitation,2011,0.03485,4493.86446,Faecal sludge treated
