ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
KEN,Kenya,total,Drinking water,2018,59.31831,30485206.52,Available
KGZ,Kyrgyzstan,total,Drinking water,2018,81.17356,5117201.245,Available
KHM,Cambodia,total,Drinking water,2018,48.29598,7847998.12,On premises
KIR,Kiribati,total,Drinking water,2018,49.75855,57641.29589,Available
KOR,Republic of Korea,total,Drinking water,2018,99.74794,51042714.85,Available
KWT,Kuwait,total,Drinking water,2018,100,4137314,Available
LAO,Lao People's Democratic Republic,total,Drinking water,2018,83.63084,5905589.766,Available
LBN,Lebanon,total,Drinking water,2018,92.04209,6313542.257,Available
LBR,Liberia,total,Drinking water,2018,14.23311,685890.3222,On premises
LBY,Libya,total,Drinking water,2018,95.89586,6404467.533,Available
LCA,Saint Lucia,total,Drinking water,2018,72.55041,131961.9435,Available
LIE,Liechtenstein,total,Drinking water,2018,100,37918,On premises
LKA,Sri Lanka,total,Drinking water,2018,87.44899,18564336.6,Available
LSO,Lesotho,total,Drinking water,2018,68.84966,1451576.001,Available
LTU,Lithuania,total,Drinking water,2018,94.87325,2657655.993,On premises
LUX,Luxembourg,total,Drinking water,2018,99.68657,602350.0948,On premises
LVA,Latvia,total,Drinking water,2018,95.77543,1846991.721,On premises
MAC,"China, Macao Special Administrative Region",total,Drinking water,2018,100,631633,Available
MAF,Saint Martin (French Part),total,Drinking water,2018,99.9928,0,On premises
MAR,Morocco,total,Drinking water,2018,90.19274,32495620.44,Available
MCO,Monaco,total,Drinking water,2018,100,38682,On premises
MDA,Republic of Moldova,total,Drinking water,2018,87.75539,3555804.471,Available
MDG,Madagascar,total,Drinking water,2018,43.12293,11325079.12,Available
MDV,Maldives,total,Drinking water,2018,75.0064,386811.001,Available
MEX,Mexico,total,Drinking water,2018,68.84846,86880408.61,Available
MHL,Marshall Islands,total,Drinking water,2018,83.82668,48964.83901,Available
MKD,North Macedonia,total,Drinking water,2018,80.40772,1674858.332,Available
MLI,Mali,total,Drinking water,2018,68.76351,13118533.87,Available
MLT,Malta,total,Drinking water,2018,100,439254.9962,On premises
MMR,Myanmar,total,Drinking water,2018,72.82907,39115267.21,Available
MNE,Montenegro,total,Drinking water,2018,84.95357,533341.0751,Available
MNG,Mongolia,total,Drinking water,2018,72.84403,2309311.647,Available
MNP,Northern Mariana Islands,total,Drinking water,2018,90.63918,51563.72041,Available
MOZ,Mozambique,total,Drinking water,2018,28.65666,8452570.736,On premises
MRT,Mauritania,total,Drinking water,2018,42.5293,1872697.948,On premises
MSR,Montserrat,total,Drinking water,2018,98.07482,4896.87565,On premises
MTQ,Martinique,total,Drinking water,2018,99.74401,374710.299,On premises
MUS,Mauritius,total,Drinking water,2018,72.90239,923807.4056,Available
MWI,Malawi,total,Drinking water,2018,67.29758,12209944.78,Available
MYS,Malaysia,total,Drinking water,2018,93.72421,29549401.11,On premises
MYT,Mayotte,total,Drinking water,2018,96.48784,250411.0254,On premises
NAM,Namibia,total,Drinking water,2018,61.43796,1504185.632,On premises
NCL,New Caledonia,total,Drinking water,2018,97.90184,274111.4512,On premises
NER,Niger,total,Drinking water,2018,31.22399,7007546.638,Available
NGA,Nigeria,total,Drinking water,2018,64.76537,126858973.4,Available
NIC,Nicaragua,total,Drinking water,2018,55.37498,3580270.699,Available
NIU,Niue,total,Drinking water,2018,97.15969,1564.27104,Available
NLD,Netherlands,total,Drinking water,2018,100,17059560,On premises
NOR,Norway,total,Drinking water,2018,100,5337959.817,On premises
NPL,Nepal,total,Drinking water,2018,77.76807,21849492.59,Available
NRU,Nauru,total,Drinking water,2018,99.4,10613.932,On premises
NZL,New Zealand,total,Drinking water,2018,100,4743130.817,On premises
OMN,Oman,total,Drinking water,2018,89.8931,4341365.61,On premises
PAK,Pakistan,total,Drinking water,2018,78.99739,167654811.8,Available
PAN,Panama,total,Drinking water,2018,83.75492,3498332.655,Available
PER,Peru,total,Drinking water,2018,72.99866,23351734.78,Available
PHL,Philippines,total,Drinking water,2018,85.73294,91435375.38,Available
PLW,Palau,total,Drinking water,2018,99.65885,17849.89588,Available
PNG,Papua New Guinea,total,Drinking water,2018,26.28003,2261744.504,Available
POL,Poland,total,Drinking water,2018,97.76067,37072395.75,On premises
PRI,Puerto Rico,total,Drinking water,2018,99.86789,3035582.405,Available
PRK,Democratic People's Republic of Korea,total,Drinking water,2018,93.58149,23909700.96,Available
PRT,Portugal,total,Drinking water,2018,95.36422,9780737.636,Available
PRY,Paraguay,total,Drinking water,2018,87.10288,6058936.262,Available
PSE,State of Palestine,total,Drinking water,2018,87.53126,4256625.914,Available
PYF,French Polynesia,total,Drinking water,2018,97.49962,270730.1137,On premises
QAT,Qatar,total,Drinking water,2018,99.5681,2769667.969,Available
REU,Réunion,total,Drinking water,2018,99.80438,880804.5662,On premises
ROU,Romania,total,Drinking water,2018,81.93336,15982010.76,On premises
RUS,Russian Federation,total,Drinking water,2018,75.91419,110632804.5,On premises
RWA,Rwanda,total,Drinking water,2018,70.68161,8695229.603,Available
SAU,Saudi Arabia,total,Drinking water,2018,99.00921,33368831.27,On premises
SDN,Sudan,total,Drinking water,2018,83.59789,34945200.09,Available
SEN,Senegal,total,Drinking water,2018,51.2487,8125134.88,Available
SGP,Singapore,total,Drinking water,2018,100,5757503,On premises
SHN,Saint Helena,total,Drinking water,2018,98.65026,5957.48897,On premises
SLB,Solomon Islands,total,Drinking water,2018,36.85152,240587.3866,Available
SLE,Sierra Leone,total,Drinking water,2018,51.20367,3917157.016,Available
SLV,El Salvador,total,Drinking water,2018,74.41048,4777703.378,Available
SMR,San Marino,total,Drinking water,2018,100,33784,Available
SOM,Somalia,total,Drinking water,2018,56.45434,8472793.894,Available
SPM,Saint Pierre and Miquelon,total,Drinking water,2018,91.4,5342.33,Available
SRB,Serbia,total,Drinking water,2018,91.85586,8085833.717,Available
SSD,South Sudan,total,Drinking water,2018,2.67439,293538.7535,On premises
STP,Sao Tome and Principe,total,Drinking water,2018,68.0548,143617.4004,Available
SUR,Suriname,total,Drinking water,2018,81.93297,471923.2617,Available
SVK,Slovakia,total,Drinking water,2018,99.78783,5441447.488,On premises
SVN,Slovenia,total,Drinking water,2018,98.27432,2041979.219,On premises
SWE,Sweden,total,Drinking water,2018,99.8262,9954299.358,On premises
SWZ,Eswatini,total,Drinking water,2018,49.9618,567702.92,On premises
SYC,Seychelles,total,Drinking water,2018,95.11358,92349.57733,On premises
SYR,Syrian Arab Republic,total,Drinking water,2018,93.64571,15868323.59,Available
TCA,Turks and Caicos Islands,total,Drinking water,2018,90.45448,34071.49016,On premises
TCD,Chad,total,Drinking water,2018,47.40168,7336703.221,Available
TGO,Togo,total,Drinking water,2018,61.15719,4824748.905,Available
THA,Thailand,total,Drinking water,2018,99.49963,69081060.18,Available
TJK,Tajikistan,total,Drinking water,2018,54.38607,4949592.986,Available
TKL,Tokelau,total,Drinking water,2018,97.28118,1282.16596,On premises
TKM,Turkmenistan,total,Drinking water,2018,99.64449,5830101.75,Available
TLS,Timor-Leste,total,Drinking water,2018,70.94453,899558.9456,On premises
TON,Tonga,total,Drinking water,2018,90.79261,93697.06178,Available
TTO,Trinidad and Tobago,total,Drinking water,2018,82.33912,1144382.824,Available
TUN,Tunisia,total,Drinking water,2018,80.06356,9259513.011,Available
TUR,Turkey,total,Drinking water,2018,92.73646,76359288.49,On premises
TUV,Tuvalu,total,Drinking water,2018,97.7,11240.385,On premises
TZA,United Republic of Tanzania,total,Drinking water,2018,32.4511,18274332.96,Available
UGA,Uganda,total,Drinking water,2018,71.36196,30492273.59,Available
UKR,Ukraine,total,Drinking water,2018,92.06941,40737175.12,On premises
URY,Uruguay,total,Drinking water,2018,100,3449290.045,Available
USA,United States of America,total,Drinking water,2018,96.96519,317169499.3,Available
UZB,Uzbekistan,total,Drinking water,2018,58.86418,19116868.5,On premises
VCT,Saint Vincent and the Grenadines,total,Drinking water,2018,69.83659,76966.90739,Available
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2018,34.85271,10067943.54,Available
VGB,British Virgin Islands,total,Drinking water,2018,97.99269,29196.92298,On premises
VIR,United States Virgin Islands,total,Drinking water,2018,97.93599,102511.5632,On premises
VNM,Viet Nam,total,Drinking water,2018,95.51497,91260699.37,On premises
VUT,Vanuatu,total,Drinking water,2018,50.31128,147248.5338,On premises
WLF,Wallis and Futuna Islands,total,Drinking water,2018,98.30875,11455.91861,On premises
WSM,Samoa,total,Drinking water,2018,75.24976,147585.8488,Available
YEM,Yemen,total,Drinking water,2018,54.59844,15559836.66,Available
ZAF,South Africa,total,Drinking water,2018,71.59955,41379185.02,Available
ZMB,Zambia,total,Drinking water,2018,50.77876,8810985.978,Available
ZWE,Zimbabwe,total,Drinking water,2018,59.69137,8618724.468,Available
