ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
PHL,Philippines,total,Sanitation,2016,0,0,Faecal sludge treated
PNG,Papua New Guinea,total,Sanitation,2016,2.73897,226561.0102,Sewage treated
POL,Poland,total,Sanitation,2016,17.9246,6809414.395,Faecal sludge treated
PRI,Puerto Rico,total,Sanitation,2016,0,0,Faecal sludge treated
PRK,Democratic People's Republic of Korea,total,Sanitation,2016,0.77807,196912.1387,Disposed insitu
PRT,Portugal,total,Sanitation,2016,9.85377,1017454.979,Faecal sludge treated
PRY,Paraguay,total,Sanitation,2016,0,0,Faecal sludge treated
PSE,State of Palestine,total,Sanitation,2016,5.02468,232926.2943,Faecal sludge treated
QAT,Qatar,total,Sanitation,2016,0,0,Faecal sludge treated
ROU,Romania,total,Sanitation,2016,15.07945,2985170.926,Faecal sludge treated
RUS,Russian Federation,total,Sanitation,2016,3.87499,5629407.741,Faecal sludge treated
SAU,Saudi Arabia,total,Sanitation,2016,0.09491,30792.06621,Faecal sludge treated
SEN,Senegal,total,Sanitation,2016,0,0,Faecal sludge treated
SGP,Singapore,total,Sanitation,2016,0,0,Faecal sludge treated
SLE,Sierra Leone,total,Sanitation,2016,0,0,Faecal sludge treated
SLV,El Salvador,total,Sanitation,2016,1.63461,103898.3614,Sewage treated
SMR,San Marino,total,Sanitation,2016,0,0,Faecal sludge treated
SOM,Somalia,total,Sanitation,2016,0,0,Faecal sludge treated
SRB,Serbia,total,Sanitation,2016,0.25769,22815.37936,Faecal sludge treated
STP,Sao Tome and Principe,total,Sanitation,2016,0,0,Faecal sludge treated
SUR,Suriname,total,Sanitation,2016,0,0,Faecal sludge treated
SVK,Slovakia,total,Sanitation,2016,8.13805,442872.7234,Faecal sludge treated
SVN,Slovenia,total,Sanitation,2016,0,0,Faecal sludge treated
SWE,Sweden,total,Sanitation,2016,3.80027,373794.2498,Faecal sludge treated
SWZ,Eswatini,total,Sanitation,2016,3.17881,35411.73481,Sewage treated
TCD,Chad,total,Sanitation,2016,0,0,Faecal sludge treated
TGO,Togo,total,Sanitation,2016,0,0,Faecal sludge treated
THA,Thailand,total,Sanitation,2016,0,0,Faecal sludge treated
TON,Tonga,total,Sanitation,2016,0,0,Faecal sludge treated
TUN,Tunisia,total,Sanitation,2016,0.76689,86688.96075,Faecal sludge treated
TUR,Turkey,total,Sanitation,2016,4.75325,3794415.348,Faecal sludge treated
TUV,Tuvalu,total,Sanitation,2016,0,0,Faecal sludge treated
TZA,United Republic of Tanzania,total,Sanitation,2016,0,0,Faecal sludge treated
UGA,Uganda,total,Sanitation,2016,0.11277,44713.29588,Sewage treated
UKR,Ukraine,total,Sanitation,2016,14.02838,6272608.727,Faecal sludge treated
USA,United States of America,total,Sanitation,2016,8.25936,26679050.27,Faecal sludge treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2016,0.12537,37423.4102,Faecal sludge treated
WSM,Samoa,total,Sanitation,2016,0,0,Faecal sludge treated
YEM,Yemen,total,Sanitation,2016,2.24747,610597.1672,Faecal sludge treated
ZWE,Zimbabwe,total,Sanitation,2016,0.03955,5549.5286,Faecal sludge treated
