ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
MYS,Malaysia,total,Sanitation,2014,0.74035,221118.6456,Faecal sludge treated
NER,Niger,total,Sanitation,2014,0,0,Faecal sludge treated
NGA,Nigeria,total,Sanitation,2014,0,0,Faecal sludge treated
NIC,Nicaragua,total,Sanitation,2014,18.3072,1124562.343,Sewage treated
NLD,Netherlands,total,Sanitation,2014,0.12532,21169.48902,Faecal sludge treated
NOR,Norway,total,Sanitation,2014,0.89414,45979.01678,Faecal sludge treated
NPL,Nepal,total,Sanitation,2014,0,0,Faecal sludge treated
NZL,New Zealand,total,Sanitation,2014,1.85762,84846.98051,Faecal sludge treated
OMN,Oman,total,Sanitation,2014,19.91559,802051.5707,Sewage treated
PER,Peru,total,Sanitation,2014,2.75918,830247.3158,Faecal sludge treated
PHL,Philippines,total,Sanitation,2014,0,0,Faecal sludge treated
PNG,Papua New Guinea,total,Sanitation,2014,2.45385,195000.6638,Sewage treated
POL,Poland,total,Sanitation,2014,17.59633,6702633.818,Faecal sludge treated
PRI,Puerto Rico,total,Sanitation,2014,0,0,Faecal sludge treated
PRK,Democratic People's Republic of Korea,total,Sanitation,2014,0.72207,180934.5752,Disposed insitu
PRT,Portugal,total,Sanitation,2014,9.29397,968266.2198,Faecal sludge treated
PRY,Paraguay,total,Sanitation,2014,0,0,Faecal sludge treated
PSE,State of Palestine,total,Sanitation,2014,5.02484,222531.6902,Faecal sludge treated
QAT,Qatar,total,Sanitation,2014,0,0,Faecal sludge treated
ROU,Romania,total,Sanitation,2014,15.31194,3067889.003,Faecal sludge treated
RUS,Russian Federation,total,Sanitation,2014,3.90812,5653674.026,Faecal sludge treated
SAU,Saudi Arabia,total,Sanitation,2014,0.14823,45828.81613,Faecal sludge treated
SEN,Senegal,total,Sanitation,2014,0,0,Faecal sludge treated
SGP,Singapore,total,Sanitation,2014,0,0,Faecal sludge treated
SLE,Sierra Leone,total,Sanitation,2014,0,0,Faecal sludge treated
SLV,El Salvador,total,Sanitation,2014,1.61713,101800.2575,Sewage treated
SMR,San Marino,total,Sanitation,2014,0,0,Faecal sludge treated
SOM,Somalia,total,Sanitation,2014,0,0,Faecal sludge treated
SRB,Serbia,total,Sanitation,2014,0.2611,23233.33259,Faecal sludge treated
STP,Sao Tome and Principe,total,Sanitation,2014,0,0,Faecal sludge treated
SUR,Suriname,total,Sanitation,2014,0,0,Faecal sludge treated
SVK,Slovakia,total,Sanitation,2014,8.13886,441842.1548,Faecal sludge treated
SVN,Slovenia,total,Sanitation,2014,0.28437,5879.41265,Faecal sludge treated
SWE,Sweden,total,Sanitation,2014,3.83098,371304.0944,Faecal sludge treated
SWZ,Eswatini,total,Sanitation,2014,3.19828,35021.90393,Sewage treated
TCD,Chad,total,Sanitation,2014,0,0,Faecal sludge treated
TGO,Togo,total,Sanitation,2014,0,0,Faecal sludge treated
THA,Thailand,total,Sanitation,2014,0,0,Faecal sludge treated
TON,Tonga,total,Sanitation,2014,0,0,Faecal sludge treated
TUN,Tunisia,total,Sanitation,2014,0.74954,82923.07866,Faecal sludge treated
TUR,Turkey,total,Sanitation,2014,4.9983,3860154.15,Faecal sludge treated
TUV,Tuvalu,total,Sanitation,2014,0,0,Faecal sludge treated
TZA,United Republic of Tanzania,total,Sanitation,2014,0,0,Faecal sludge treated
UGA,Uganda,total,Sanitation,2014,0.10166,37524.6211,Sewage treated
UKR,Ukraine,total,Sanitation,2014,12.48856,5633781.76,Faecal sludge treated
USA,United States of America,total,Sanitation,2014,8.70395,27737179.42,Faecal sludge treated
VEN,Venezuela (Bolivarian Republic of),total,Sanitation,2014,0.16813,50511.11063,Faecal sludge treated
WSM,Samoa,total,Sanitation,2014,0,0,Faecal sludge treated
YEM,Yemen,total,Sanitation,2014,2.40695,621558.5141,Faecal sludge treated
ZWE,Zimbabwe,total,Sanitation,2014,0.03798,5160.74522,Faecal sludge treated
