ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
LVA,Latvia,total,Drinking water,2016,95.26416,1880766.999,On premises
MAC,"China, Macao Special Administrative Region",total,Drinking water,2016,100,612824,Available
MAF,Saint Martin (French Part),total,Drinking water,2016,99.82756,0,On premises
MAR,Morocco,total,Drinking water,2016,87.8837,30870265.96,Available
MCO,Monaco,total,Drinking water,2016,100,38070,On premises
MDA,Republic of Moldova,total,Drinking water,2016,86.97369,3536361.341,Available
MDG,Madagascar,total,Drinking water,2016,41.70127,10381269.53,Available
MDV,Maldives,total,Drinking water,2016,74.59286,354692.7608,Available
MEX,Mexico,total,Drinking water,2016,69.15988,85297215,Available
MHL,Marshall Islands,total,Drinking water,2016,81.30773,46933.261,Available
MKD,North Macedonia,total,Drinking water,2016,80.36584,1672209.083,Available
MLI,Mali,total,Drinking water,2016,66.10688,11876398.04,Available
MLT,Malta,total,Drinking water,2016,100,436098.9943,On premises
MMR,Myanmar,total,Drinking water,2016,71.1074,37719060.07,Available
MNE,Montenegro,total,Drinking water,2016,84.80079,531930.7902,Available
MNG,Mongolia,total,Drinking water,2016,71.78931,2194138.344,Available
MNP,Northern Mariana Islands,total,Drinking water,2016,89.84742,50482.57138,Available
MOZ,Mozambique,total,Drinking water,2016,24.80572,6903415.558,On premises
MRT,Mauritania,total,Drinking water,2016,41.56944,1730757.143,On premises
MSR,Montserrat,total,Drinking water,2016,98.07215,4882.03177,On premises
MTQ,Martinique,total,Drinking water,2016,99.7114,375701.5766,On premises
MUS,Mauritius,total,Drinking water,2016,72.90247,919934.3925,Available
MWI,Malawi,total,Drinking water,2016,65.46335,11263135.26,Available
MYS,Malaysia,total,Drinking water,2016,93.62527,28728588.77,On premises
MYT,Mayotte,total,Drinking water,2016,92.80995,228739.3978,On premises
NAM,Namibia,total,Drinking water,2016,59.77412,1409500.039,On premises
NCL,New Caledonia,total,Drinking water,2016,96.51386,264631.3654,On premises
NER,Niger,total,Drinking water,2016,29.91984,6219971.793,Available
NGA,Nigeria,total,Drinking water,2016,62.39644,116032573.4,Available
NIC,Nicaragua,total,Drinking water,2016,55.25507,3483263.169,Available
NIU,Niue,total,Drinking water,2016,97.45732,1570.03748,Available
NLD,Netherlands,total,Drinking water,2016,100,16981286.24,On premises
NOR,Norway,total,Drinking water,2016,100,5250950.184,On premises
NPL,Nepal,total,Drinking water,2016,77.48634,21125433.73,Available
NRU,Nauru,total,Drinking water,2016,99.4,10411.156,On premises
NZL,New Zealand,total,Drinking water,2016,100,4659265.061,On premises
OMN,Oman,total,Drinking water,2016,89.03639,3988132.922,On premises
PAK,Pakistan,total,Drinking water,2016,78.70604,160270186.1,Available
PAN,Panama,total,Drinking water,2016,83.01917,3351544.305,Available
PER,Peru,total,Drinking water,2016,72.48583,22416992.34,Available
PHL,Philippines,total,Drinking water,2016,84.94937,88061754.96,Available
PLW,Palau,total,Drinking water,2016,99.64527,17655.14875,Available
PNG,Papua New Guinea,total,Drinking water,2016,25.30414,2093099.401,Available
POL,Poland,total,Drinking water,2016,96.55985,36682333.29,On premises
PRI,Puerto Rico,total,Drinking water,2016,98.5772,3236408.778,Available
PRK,Democratic People's Republic of Korea,total,Drinking water,2016,94.26893,23857264.69,Available
PRT,Portugal,total,Drinking water,2016,95.35789,9846216.987,Available
PRY,Paraguay,total,Drinking water,2016,85.50364,5795332.445,Available
PSE,State of Palestine,total,Drinking water,2016,87.43122,4053000.277,Available
PYF,French Polynesia,total,Drinking water,2016,97.33449,267257.1407,On premises
QAT,Qatar,total,Drinking water,2016,99.6298,2644552.533,Available
REU,Réunion,total,Drinking water,2016,99.76692,867714.8073,On premises
ROU,Romania,total,Drinking water,2016,81.90562,16214265.69,On premises
RUS,Russian Federation,total,Drinking water,2016,75.73632,110026225.1,On premises
RWA,Rwanda,total,Drinking water,2016,69.20147,8075001.08,Available
SAU,Saudi Arabia,total,Drinking water,2016,98.7202,32028232.83,On premises
SDN,Sudan,total,Drinking water,2016,83.55366,33293987.29,Available
SEN,Senegal,total,Drinking water,2016,49.96287,7491189.944,Available
SGP,Singapore,total,Drinking water,2016,100,5653625,On premises
SHN,Saint Helena,total,Drinking water,2016,98.5,5868.63,On premises
SLB,Solomon Islands,total,Drinking water,2016,37.59381,232870.3512,Available
SLE,Sierra Leone,total,Drinking water,2016,49.21805,3607114.919,Available
SLV,El Salvador,total,Drinking water,2016,74.29834,4722504.585,Available
SMR,San Marino,total,Drinking water,2016,100,33503,Available
SOM,Somalia,total,Drinking water,2016,53.12619,7536287.73,Available
SPM,Saint Pierre and Miquelon,total,Drinking water,2016,91.4,5422.762,Available
SRB,Serbia,total,Drinking water,2016,91.83347,8130901.293,Available
SSD,South Sudan,total,Drinking water,2016,2.42648,262848.6868,On premises
STP,Sao Tome and Principe,total,Drinking water,2016,67.17342,136510.496,Available
SUR,Suriname,total,Drinking water,2016,81.12423,458256.966,Available
SVK,Slovakia,total,Drinking water,2016,99.78752,5430437.668,On premises
SVN,Slovenia,total,Drinking water,2016,98.27432,2038410.976,On premises
SWE,Sweden,total,Drinking water,2016,99.80376,9816701.217,On premises
SWZ,Eswatini,total,Drinking water,2016,48.53489,540675.7586,On premises
SXM,Sint Maarten (Dutch part),total,Drinking water,2016,93.03044,37967.5819,On premises
SYC,Seychelles,total,Drinking water,2016,95.11358,91034.15654,On premises
SYR,Syrian Arab Republic,total,Drinking water,2016,93.47111,16325258.28,Available
TCA,Turks and Caicos Islands,total,Drinking water,2016,90.45448,33068.34995,On premises
TCD,Chad,total,Drinking water,2016,46.46101,6765493.355,Available
TGO,Togo,total,Drinking water,2016,59.0045,4431209.81,Available
THA,Thailand,total,Drinking water,2016,99.16231,68393546.98,Available
TJK,Tajikistan,total,Drinking water,2016,52.72285,4567683.275,Available
TKL,Tokelau,total,Drinking water,2016,93.86365,1197.70013,On premises
TKM,Turkmenistan,total,Drinking water,2016,98.83899,5596630.138,Available
TLS,Timor-Leste,total,Drinking water,2016,63.93619,779566.9866,On premises
TON,Tonga,total,Drinking water,2016,90.72783,91764.84654,Available
TTO,Trinidad and Tobago,total,Drinking water,2016,81.76736,1126396.944,Available
TUN,Tunisia,total,Drinking water,2016,79.58576,8996327.6,Available
TUR,Turkey,total,Drinking water,2016,92.41192,73770464.79,On premises
TUV,Tuvalu,total,Drinking water,2016,97.7,10973.664,On premises
TZA,United Republic of Tanzania,total,Drinking water,2016,30.77443,16325599.37,Available
UGA,Uganda,total,Drinking water,2016,69.55018,27576071.65,Available
UKR,Ukraine,total,Drinking water,2016,91.94227,41110796.35,On premises
URY,Uruguay,total,Drinking water,2016,99.79942,3417270.79,Available
USA,United States of America,total,Drinking water,2016,96.59864,312029062.5,Available
UZB,Uzbekistan,total,Drinking water,2016,58.88147,18513365.71,On premises
VCT,Saint Vincent and the Grenadines,total,Drinking water,2016,69.83659,76448.02152,Available
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2016,44.05783,13151813.43,Available
VGB,British Virgin Islands,total,Drinking water,2016,97.99269,28765.75513,On premises
VIR,United States Virgin Islands,total,Drinking water,2016,97.93599,102665.3227,On premises
VNM,Viet Nam,total,Drinking water,2016,94.10247,88117963.18,On premises
VUT,Vanuatu,total,Drinking water,2016,49.98314,139116.0798,On premises
WLF,Wallis and Futuna Islands,total,Drinking water,2016,98.46218,11911.95471,On premises
WSM,Samoa,total,Drinking water,2016,75.01017,145924.7804,Available
YEM,Yemen,total,Drinking water,2016,52.61664,14294999.47,Available
ZAF,South Africa,total,Drinking water,2016,72.80073,40919579.91,Available
ZMB,Zambia,total,Drinking water,2016,49.46959,8094930.43,Available
ZWE,Zimbabwe,total,Drinking water,2016,59.87135,8400153.41,Available
