ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
ABW,Aruba,total,Sanitation,2013,4.6721,4819.97455,Sewage treated
ALB,Albania,total,Sanitation,2013,3.91381,113648.8331,Faecal sludge treated
AND,Andorra,total,Sanitation,2013,0,0,Faecal sludge treated
ARE,United Arab Emirates,total,Sanitation,2013,1.16843,107471.1763,Faecal sludge treated
ARG,Argentina,total,Sanitation,2013,7.61607,3213678.552,Faecal sludge treated
ARM,Armenia,total,Sanitation,2013,7.17646,207944.7036,Faecal sludge treated
ASM,American Samoa,total,Sanitation,2013,24.76843,13800.22603,Sewage treated
AUS,Australia,total,Sanitation,2013,0,0,Faecal sludge treated
AUT,Austria,total,Sanitation,2013,3.63144,310712.5535,Faecal sludge treated
AZE,Azerbaijan,total,Sanitation,2013,1.06235,99706.50389,Faecal sludge treated
BEL,Belgium,total,Sanitation,2013,4.92065,548849.9559,Faecal sludge treated
BGD,Bangladesh,total,Sanitation,2013,0,0,Faecal sludge treated
BGR,Bulgaria,total,Sanitation,2013,2.92177,212999.7919,Faecal sludge treated
BHR,Bahrain,total,Sanitation,2013,0,0,Faecal sludge treated
BIH,Bosnia and Herzegovina,total,Sanitation,2013,0.35321,12512.98172,Faecal sludge treated
BLR,Belarus,total,Sanitation,2013,3.76071,354390.456,Faecal sludge treated
BMU,Bermuda,total,Sanitation,2013,1.5,965.71494,Sewage treated
BOL,Bolivia (Plurinational State of),total,Sanitation,2013,7.08809,747253.2632,Faecal sludge treated
BRA,Brazil,total,Sanitation,2013,4.22687,8497531.016,Faecal sludge treated
BTN,Bhutan,total,Sanitation,2013,1.84135,13077.90446,Faecal sludge treated
CAF,Central African Republic,total,Sanitation,2013,0,0,Faecal sludge treated
CAN,Canada,total,Sanitation,2013,12.54769,4428901.584,Faecal sludge treated
CHE,Switzerland,total,Sanitation,2013,0.76785,62264.23239,Faecal sludge treated
CHI,Channel Islands,total,Sanitation,2013,0,0,Faecal sludge treated
CHL,Chile,total,Sanitation,2013,2.71952,477860.8009,Faecal sludge treated
CHN,China,total,Sanitation,2013,1.22744,17371997.7,Faecal sludge treated
COD,Democratic Republic of the Congo,total,Sanitation,2013,0,0,Faecal sludge treated
COL,Colombia,total,Sanitation,2013,0.83392,387734.761,Faecal sludge treated
CRI,Costa Rica,total,Sanitation,2013,0,0,Faecal sludge treated
CUB,Cuba,total,Sanitation,2013,1.20719,136203.6568,Faecal sludge treated
CUW,Curaçao,total,Sanitation,2013,2.82928,4436.02808,Sewage treated
CYM,Cayman Islands,total,Sanitation,2013,16.2843,9759.66952,Sewage treated
CYP,Cyprus,total,Sanitation,2013,11.40602,130469.586,Faecal sludge treated
CZE,Czechia,total,Sanitation,2013,0.40587,42967.76799,Faecal sludge treated
DEU,Germany,total,Sanitation,2013,1.14415,928758.266,Faecal sludge treated
DJI,Djibouti,total,Sanitation,2013,0,0,Faecal sludge treated
DNK,Denmark,total,Sanitation,2013,0,0,Faecal sludge treated
DZA,Algeria,total,Sanitation,2013,0.20638,78714.898,Faecal sludge treated
ECU,Ecuador,total,Sanitation,2013,0.3783,59421.75127,Faecal sludge treated
EGY,Egypt,total,Sanitation,2013,7.69489,6802641.509,Faecal sludge treated
ESP,Spain,total,Sanitation,2013,1.34574,631563.3141,Faecal sludge treated
EST,Estonia,total,Sanitation,2013,6.44523,85016.91892,Faecal sludge treated
ETH,Ethiopia,total,Sanitation,2013,0,0,Faecal sludge treated
FIN,Finland,total,Sanitation,2013,0,0,Faecal sludge treated
FRA,France,total,Sanitation,2013,0,0,Faecal sludge treated
FRO,Faroe Islands,total,Sanitation,2013,0,0,Disposed insitu
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,0.56349,366177.2711,Faecal sludge treated
GEO,Georgia,total,Sanitation,2013,0.22356,9051.20737,Faecal sludge treated
GHA,Ghana,total,Sanitation,2013,0,0,Faecal sludge treated
GMB,Gambia,total,Sanitation,2013,0,0,Faecal sludge treated
GNB,Guinea-Bissau,total,Sanitation,2013,0,0,Faecal sludge treated
GRC,Greece,total,Sanitation,2013,6.32212,679027.4722,Faecal sludge treated
GRL,Greenland,total,Sanitation,2013,0,0,Faecal sludge treated
HKG,"China, Hong Kong Special Administrative Region",total,Sanitation,2013,1.51173,107162.9838,Faecal sludge treated
HND,Honduras,total,Sanitation,2013,1.87459,164936.2374,Faecal sludge treated
HRV,Croatia,total,Sanitation,2013,11.15614,477102.8618,Faecal sludge treated
HUN,Hungary,total,Sanitation,2013,6.93614,682095.0267,Faecal sludge treated
IND,India,total,Sanitation,2013,0,0,Faecal sludge treated
IRL,Ireland,total,Sanitation,2013,0.96247,44421.93397,Faecal sludge treated
IRN,Iran (Islamic Republic of),total,Sanitation,2013,21.293,16285300.6,Sewage treated
IRQ,Iraq,total,Sanitation,2013,0,0,Faecal sludge treated
ISL,Iceland,total,Sanitation,2013,0,0,Faecal sludge treated
ISR,Israel,total,Sanitation,2013,0.18957,14662.95158,Faecal sludge treated
ITA,Italy,total,Sanitation,2013,0.82314,495258.2538,Faecal sludge treated
JAM,Jamaica,total,Sanitation,2013,7.20425,205948.7014,Sewage treated
JOR,Jordan,total,Sanitation,2013,8.9767,764724.5819,Faecal sludge treated
JPN,Japan,total,Sanitation,2013,6.65662,8541381.829,Faecal sludge treated
KAZ,Kazakhstan,total,Sanitation,2013,36.9473,6290690.378,Sewage treated
KGZ,Kyrgyzstan,total,Sanitation,2013,0,0,Faecal sludge treated
KIR,Kiribati,total,Sanitation,2013,0,0,Faecal sludge treated
KOR,Republic of Korea,total,Sanitation,2013,1.20868,608518.1883,Faecal sludge treated
KWT,Kuwait,total,Sanitation,2013,0,0,Faecal sludge treated
LAO,Lao People's Democratic Republic,total,Sanitation,2013,0,0,Faecal sludge treated
LBN,Lebanon,total,Sanitation,2013,0.46163,27296.26534,Faecal sludge treated
LBY,Libya,total,Sanitation,2013,1.68755,106659.3049,Faecal sludge treated
LIE,Liechtenstein,total,Sanitation,2013,0.025,9.235,Faecal sludge treated
LSO,Lesotho,total,Sanitation,2013,0,0,Faecal sludge treated
LTU,Lithuania,total,Sanitation,2013,0.36969,11123.66352,Faecal sludge treated
LUX,Luxembourg,total,Sanitation,2013,0.48234,2616.95245,Faecal sludge treated
LVA,Latvia,total,Sanitation,2013,0,0,Faecal sludge treated
MAC,"China, Macao Special Administrative Region",total,Sanitation,2013,0,0,Faecal sludge treated
MAR,Morocco,total,Sanitation,2013,4.61287,1555260.548,Faecal sludge treated
MCO,Monaco,total,Sanitation,2013,0,0,Faecal sludge treated
MDA,Republic of Moldova,total,Sanitation,2013,26.77258,1090871.369,Sewage treated
MDG,Madagascar,total,Sanitation,2013,0,0,Faecal sludge treated
MEX,Mexico,total,Sanitation,2013,2.39125,2841449.947,Faecal sludge treated
MKD,North Macedonia,total,Sanitation,2013,0.5939,12329.84468,Faecal sludge treated
MLI,Mali,total,Sanitation,2013,0,0,Faecal sludge treated
MLT,Malta,total,Sanitation,2013,0,0,Faecal sludge treated
MMR,Myanmar,total,Sanitation,2013,0,0,Faecal sludge treated
MNE,Montenegro,total,Sanitation,2013,1.10926,6947.7528,Faecal sludge treated
MNG,Mongolia,total,Sanitation,2013,0,0,Faecal sludge treated
MUS,Mauritius,total,Sanitation,2013,16.66375,209206.3429,Sewage treated
MWI,Malawi,total,Sanitation,2013,0,0,Faecal sludge treated
MYS,Malaysia,total,Sanitation,2013,1.04192,307043.7363,Faecal sludge treated
NER,Niger,total,Sanitation,2013,0,0,Faecal sludge treated
NGA,Nigeria,total,Sanitation,2013,0,0,Faecal sludge treated
NIC,Nicaragua,total,Sanitation,2013,17.88729,1084410.427,Sewage treated
NLD,Netherlands,total,Sanitation,2013,0.13145,22140.55297,Faecal sludge treated
NOR,Norway,total,Sanitation,2013,0.8848,44942.84437,Faecal sludge treated
NPL,Nepal,total,Sanitation,2013,0,0,Faecal sludge treated
NZL,New Zealand,total,Sanitation,2013,2.21307,99998.0558,Faecal sludge treated
OMN,Oman,total,Sanitation,2013,19.63467,739206.9829,Sewage treated
PER,Peru,total,Sanitation,2013,2.58815,770596.0165,Faecal sludge treated
PHL,Philippines,total,Sanitation,2013,0,0,Faecal sludge treated
PNG,Papua New Guinea,total,Sanitation,2013,2.31289,180137.1748,Sewage treated
POL,Poland,total,Sanitation,2013,17.42927,6650666.707,Faecal sludge treated
PRI,Puerto Rico,total,Sanitation,2013,0.00701,245.62619,Faecal sludge treated
PRK,Democratic People's Republic of Korea,total,Sanitation,2013,0.69441,173112.2935,Disposed insitu
PRT,Portugal,total,Sanitation,2013,9.01229,943859.6573,Faecal sludge treated
PRY,Paraguay,total,Sanitation,2013,0,0,Faecal sludge treated
PSE,State of Palestine,total,Sanitation,2013,5.02482,217751.6671,Faecal sludge treated
QAT,Qatar,total,Sanitation,2013,0,0,Faecal sludge treated
ROU,Romania,total,Sanitation,2013,15.38734,3097899.429,Faecal sludge treated
RUS,Russian Federation,total,Sanitation,2013,3.92232,5660907.458,Faecal sludge treated
SAU,Saudi Arabia,total,Sanitation,2013,0.1749,52559.70071,Faecal sludge treated
SEN,Senegal,total,Sanitation,2013,0,0,Faecal sludge treated
SGP,Singapore,total,Sanitation,2013,0,0,Faecal sludge treated
SLE,Sierra Leone,total,Sanitation,2013,0,0,Faecal sludge treated
SLV,El Salvador,total,Sanitation,2013,1.60771,100740.3653,Sewage treated
