ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
AGO,Angola,total,Drinking water,2012,30.93489,7767109.076,Available
AIA,Anguilla,total,Drinking water,2012,87.54576,12076.06248,Available
ALB,Albania,total,Drinking water,2012,66.38085,1934398.439,Available
AND,Andorra,total,Drinking water,2012,100,82427.00288,Available
ARE,United Arab Emirates,total,Drinking water,2012,99.97133,9138977.555,Available
ARM,Armenia,total,Drinking water,2012,90.8377,2619976.36,Available
ATG,Antigua and Barbuda,total,Drinking water,2012,89.97894,81347.25865,Available
AUS,Australia,total,Drinking water,2012,95.80817,21943856.32,Available
AUT,Austria,total,Drinking water,2012,98.91425,8409917.32,Available
BEN,Benin,total,Drinking water,2012,56.05268,5453507.839,Available
BFA,Burkina Faso,total,Drinking water,2012,52.97644,8778858.965,Available
BGD,Bangladesh,total,Drinking water,2012,94.88052,143275016.1,Available
BGR,Bulgaria,total,Drinking water,2012,97.04098,7116992.148,Available
BHR,Bahrain,total,Drinking water,2012,99.96615,1299501.947,Available
BIH,Bosnia and Herzegovina,total,Drinking water,2012,88.70229,3197692.802,Available
BRA,Brazil,total,Drinking water,2012,88.94281,177251718.9,Available
BRB,Barbados,total,Drinking water,2012,88.84067,252039.1921,Available
BTN,Bhutan,total,Drinking water,2012,84.356,591826.4957,Available
CAF,Central African Republic,total,Drinking water,2012,38.61536,1713136.023,Available
CHL,Chile,total,Drinking water,2012,98.26144,17097843.74,Available
CHN,China,total,Drinking water,2012,86.57252,1218554392,Available
CIV,Côte d’Ivoire,total,Drinking water,2012,57.32535,12352001.52,Available
CMR,Cameroon,total,Drinking water,2012,45.46636,9768568.413,Available
COD,Democratic Republic of the Congo,total,Drinking water,2012,38.88284,26837226.02,Available
COL,Colombia,total,Drinking water,2012,75.6968,34877850.1,Available
CRI,Costa Rica,total,Drinking water,2012,79.70136,3736402.04,Available
CUB,Cuba,total,Drinking water,2012,88.65881,9980420.989,Available
CYM,Cayman Islands,total,Drinking water,2012,82.37913,48573.20347,Available
DEU,Germany,total,Drinking water,2012,100,80972632,Available
DMA,Dominica,total,Drinking water,2012,52.12823,36987.06336,Available
DOM,Dominican Republic,total,Drinking water,2012,71.1268,7063542.611,Available
DZA,Algeria,total,Drinking water,2012,77.89944,29121849.98,Available
ECU,Ecuador,total,Drinking water,2012,87.39993,13524351.44,Available
EGY,Egypt,total,Drinking water,2012,71.21055,61541751.28,Available
EST,Estonia,total,Drinking water,2012,99.74803,1319829.068,Available
ETH,Ethiopia,total,Drinking water,2012,45.31194,42016398.23,Available
FJI,Fiji,total,Drinking water,2012,94.2714,815508.8632,Available
FSM,Micronesia (Federated States of),total,Drinking water,2012,72.14662,75397.54344,Available
GEO,Georgia,total,Drinking water,2012,77.33698,3143049.92,Available
GHA,Ghana,total,Drinking water,2012,72.33465,18804442.94,Available
GIN,Guinea,total,Drinking water,2012,43.20031,4601710.521,Available
GMB,Gambia,total,Drinking water,2012,75.45507,1437434.188,Available
GNB,Guinea-Bissau,total,Drinking water,2012,53.84608,864219.291,Available
GRD,Grenada,total,Drinking water,2012,92.58164,99480.8253,Available
GTM,Guatemala,total,Drinking water,2012,58.04739,8864285.338,Available
HND,Honduras,total,Drinking water,2012,58.98813,5096982.268,Available
HTI,Haiti,total,Drinking water,2012,59.82981,6133107.463,Available
HUN,Hungary,total,Drinking water,2012,99.9697,9861374.272,Available
IDN,Indonesia,total,Drinking water,2012,78.99663,196268476.6,Available
IND,India,total,Drinking water,2012,69.2546,876611029.4,Available
IRQ,Iraq,total,Drinking water,2012,63.15587,20140415.55,Available
JAM,Jamaica,total,Drinking water,2012,53.87651,1531239.498,Available
JOR,Jordan,total,Drinking water,2012,68.44271,5536989.708,Available
KEN,Kenya,total,Drinking water,2012,51.09699,22658176.82,Available
KGZ,Kyrgyzstan,total,Drinking water,2012,77.8203,4374732.623,Available
KIR,Kiribati,total,Drinking water,2012,46.38753,49337.31554,Available
KNA,Saint Kitts and Nevis,total,Drinking water,2012,86.76747,43280.48081,Available
KOR,Republic of Korea,total,Drinking water,2012,99.19756,49658931.53,Available
KWT,Kuwait,total,Drinking water,2012,100,3348852,Available
LAO,Lao People's Democratic Republic,total,Drinking water,2012,71.57147,4612442.649,Available
LBN,Lebanon,total,Drinking water,2012,81.79471,4529480.028,Available
LBY,Libya,total,Drinking water,2012,90.88484,5712794.63,Available
LCA,Saint Lucia,total,Drinking water,2012,70.58135,124684.7709,Available
LKA,Sri Lanka,total,Drinking water,2012,82.77063,16994963.33,Available
LSO,Lesotho,total,Drinking water,2012,67.77199,1365597.463,Available
MAC,"China, Macao Special Administrative Region",total,Drinking water,2012,100,564037,Available
MAR,Morocco,total,Drinking water,2012,82.97552,27582638.32,Available
MDA,Republic of Moldova,total,Drinking water,2012,85.43991,3482363.3,Available
MDG,Madagascar,total,Drinking water,2012,38.85742,8683326.983,Available
MDV,Maldives,total,Drinking water,2012,73.47209,291853.929,Available
MEX,Mexico,total,Drinking water,2012,69.68901,81727200.3,Available
MHL,Marshall Islands,total,Drinking water,2012,76.31123,43277.62307,Available
MKD,North Macedonia,total,Drinking water,2012,80.3173,1666001.515,Available
MLI,Mali,total,Drinking water,2012,61.22144,9782875.032,Available
MMR,Myanmar,total,Drinking water,2012,67.6833,34798493.13,Available
MNE,Montenegro,total,Drinking water,2012,84.44356,528558.4013,Available
MNG,Mongolia,total,Drinking water,2012,69.6676,1967899.284,Available
MNP,Northern Mariana Islands,total,Drinking water,2012,87.69274,47622.41729,Available
MUS,Mauritius,total,Drinking water,2012,72.86918,913407.1427,Available
