ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
CUW,Curaçao,total,Drinking water,2010,99.06311,147790.27,On premises
CYM,Cayman Islands,total,Drinking water,2010,82.37913,46685.89772,Available
CYP,Cyprus,total,Drinking water,2010,99.82715,1110693.82,On premises
CZE,Czechia,total,Drinking water,2010,97.39213,10261735.24,On premises
DEU,Germany,total,Drinking water,2010,100,80827000,Available
DJI,Djibouti,total,Drinking water,2010,45.33905,380936.0031,On premises
DMA,Dominica,total,Drinking water,2010,51.99449,36852.13344,Available
DNK,Denmark,total,Drinking water,2010,96.74526,5374052.947,On premises
DOM,Dominican Republic,total,Drinking water,2010,70.60113,6844862.122,Available
DZA,Algeria,total,Drinking water,2010,79.06248,28444663.56,Available
ECU,Ecuador,total,Drinking water,2010,86.14617,12931499.32,Available
EGY,Egypt,total,Drinking water,2010,71.1409,58877090.83,Available
ERI,Eritrea,total,Drinking water,2010,31.74847,1006565.137,On premises
ESP,Spain,total,Drinking water,2010,99.96127,46912836.86,On premises
EST,Estonia,total,Drinking water,2010,99.74893,1328758.423,Available
ETH,Ethiopia,total,Drinking water,2010,40.82003,35774660.58,Available
FIN,Finland,total,Drinking water,2010,99.59425,5344012.333,On premises
FJI,Fiji,total,Drinking water,2010,94.27917,810627.3988,Available
FRA,France,total,Drinking water,2010,99.97524,62863968.26,On premises
FRO,Faroe Islands,total,Drinking water,2010,100,47803,On premises
FSM,Micronesia (Federated States of),total,Drinking water,2010,71.8186,73912.82852,Available
GAB,Gabon,total,Drinking water,2010,60.71868,986159.9745,On premises
GBR,United Kingdom of Great Britain and Northern Ireland,total,Drinking water,2010,100,63459799.02,On premises
GEO,Georgia,total,Drinking water,2010,77.05265,3158462.287,Available
GHA,Ghana,total,Drinking water,2010,70.08045,17365664.61,Available
GIB,Gibraltar,total,Drinking water,2010,100,33585,On premises
GIN,Guinea,total,Drinking water,2010,41.93713,4274303.161,Available
GLP,Guadeloupe,total,Drinking water,2010,99.07005,402296.722,On premises
GMB,Gambia,total,Drinking water,2010,74.88071,1342760.132,Available
GNB,Guinea-Bissau,total,Drinking water,2010,52.77468,803548.8873,Available
GNQ,Equatorial Guinea,total,Drinking water,2010,14.95971,141165.7734,On premises
GRC,Greece,total,Drinking water,2010,99.79219,10865014.58,On premises
GRD,Grenada,total,Drinking water,2010,92.25307,97997.66885,Available
GRL,Greenland,total,Drinking water,2010,96.77179,54809.6038,On premises
GTM,Guatemala,total,Drinking water,2010,56.78054,8307232.004,Available
GUF,French Guiana,total,Drinking water,2010,89.88739,209434.028,On premises
GUM,Guam,total,Drinking water,2010,99.501,158643.3994,On premises
GUY,Guyana,total,Drinking water,2010,87.50715,655804.8004,On premises
HKG,"China, Hong Kong Special Administrative Region",total,Drinking water,2010,99.36292,6921942.855,On premises
HND,Honduras,total,Drinking water,2010,58.61232,4875060.088,Available
HTI,Haiti,total,Drinking water,2010,58.70713,5840958.631,Available
HUN,Hungary,total,Drinking water,2010,99.96893,9924295.441,Available
IDN,Indonesia,total,Drinking water,2010,77.44233,187282055.9,Available
IMN,Isle of Man,total,Drinking water,2010,97.20756,82486.45131,On premises
IND,India,total,Drinking water,2010,70.95382,875769583,Available
IRL,Ireland,total,Drinking water,2010,97.25029,4429099.11,On premises
IRN,Iran (Islamic Republic of),total,Drinking water,2010,92.39598,68153595.61,On premises
IRQ,Iraq,total,Drinking water,2010,60.61627,18028477.81,Available
ISL,Iceland,total,Drinking water,2010,100,320342.0058,On premises
ISR,Israel,total,Drinking water,2010,100,7346446.125,On premises
ITA,Italy,total,Drinking water,2010,96.96018,57521854.19,On premises
JAM,Jamaica,total,Drinking water,2010,58.23014,1636537.243,Available
JOR,Jordan,total,Drinking water,2010,64.18461,4660792.021,Available
JPN,Japan,total,Drinking water,2010,98.13806,126148972,On premises
KAZ,Kazakhstan,total,Drinking water,2010,77.88132,12657485.33,On premises
KEN,Kenya,total,Drinking water,2010,48.46252,20369128.89,Available
KGZ,Kyrgyzstan,total,Drinking water,2010,76.66034,4156752.283,Available
KHM,Cambodia,total,Drinking water,2010,46.3014,6626751.661,On premises
KIR,Kiribati,total,Drinking water,2010,45.26255,46588.74762,Available
KNA,Saint Kitts and Nevis,total,Drinking water,2010,86.74554,42514.85724,Available
KOR,Republic of Korea,total,Drinking water,2010,99.0141,49057163.68,Available
KWT,Kuwait,total,Drinking water,2010,100,2991884,Available
LAO,Lao People's Democratic Republic,total,Drinking water,2010,67.43763,4214290.863,Available
LBN,Lebanon,total,Drinking water,2010,78.46446,3886395.076,Available
LBR,Liberia,total,Drinking water,2010,10.10585,393254.543,On premises
LBY,Libya,total,Drinking water,2010,89.2145,5529217.423,Available
LCA,Saint Lucia,total,Drinking water,2010,69.93149,121745.1266,Available
LIE,Liechtenstein,total,Drinking water,2010,100,35996,On premises
LKA,Sri Lanka,total,Drinking water,2010,81.25398,16463468.22,Available
LSO,Lesotho,total,Drinking water,2010,67.40346,1345086.512,Available
LTU,Lithuania,total,Drinking water,2010,88.68054,2770224.917,On premises
LUX,Luxembourg,total,Drinking water,2010,100,507889.9848,On premises
LVA,Latvia,total,Drinking water,2010,93.74914,1986408.305,On premises
MAC,"China, Macao Special Administrative Region",total,Drinking water,2010,100,538215,Available
MAF,Saint Martin (French Part),total,Drinking water,2010,99.33146,0,On premises
MAR,Morocco,total,Drinking water,2010,80.37407,25995695.54,Available
MCO,Monaco,total,Drinking water,2010,100,35609,On premises
MDA,Republic of Moldova,total,Drinking water,2010,84.67895,3460058.263,Available
MDG,Madagascar,total,Drinking water,2010,37.43716,7918573.362,Available
MDV,Maldives,total,Drinking water,2010,72.90154,266622.8174,Available
MEX,Mexico,total,Drinking water,2010,69.92266,79776836.97,Available
MHL,Marshall Islands,total,Drinking water,2010,73.83358,41613.34442,Available
MKD,North Macedonia,total,Drinking water,2010,80.31126,1663035.076,Available
MLI,Mali,total,Drinking water,2010,58.74657,8840978.754,Available
MLT,Malta,total,Drinking water,2010,100,414256.9867,On premises
MMR,Myanmar,total,Drinking water,2010,65.96862,33380670.01,Available
MNE,Montenegro,total,Drinking water,2010,84.26259,526033.6414,Available
MNG,Mongolia,total,Drinking water,2010,68.50035,1863142.492,Available
MNP,Northern Mariana Islands,total,Drinking water,2010,86.54029,46706.66069,Available
MOZ,Mozambique,total,Drinking water,2010,15.20484,3577936.941,On premises
MRT,Mauritania,total,Drinking water,2010,36.89307,1289117.535,On premises
MSR,Montserrat,total,Drinking water,2010,98.06416,4800.24056,On premises
MTQ,Martinique,total,Drinking water,2010,99.6136,393141.0115,On premises
MUS,Mauritius,total,Drinking water,2010,72.80244,908540.266,Available
MWI,Malawi,total,Drinking water,2010,59.78258,8692153.19,Available
MYS,Malaysia,total,Drinking water,2010,93.31696,26322875.18,On premises
MYT,Mayotte,total,Drinking water,2010,79.1273,165151.3256,On premises
NAM,Namibia,total,Drinking water,2010,53.94399,1143006.791,On premises
NCL,New Caledonia,total,Drinking water,2010,92.40263,234267.4738,On premises
NER,Niger,total,Drinking water,2010,26.0687,4291957.697,Available
NGA,Nigeria,total,Drinking water,2010,54.96173,87116105.36,Available
NIC,Nicaragua,total,Drinking water,2010,54.74073,3188131.621,Available
NIU,Niue,total,Drinking water,2010,98.35022,1595.24054,Available
NLD,Netherlands,total,Drinking water,2010,100,16682928,On premises
NOR,Norway,total,Drinking water,2010,100,4885878.122,On premises
NPL,Nepal,total,Drinking water,2010,76.44367,20649886.99,Available
NRU,Nauru,total,Drinking water,2010,98.11214,9820.04364,On premises
NZL,New Zealand,total,Drinking water,2010,100,4370060,On premises
OMN,Oman,total,Drinking water,2010,86.11466,2619121.444,On premises
PAK,Pakistan,total,Drinking water,2010,77.80989,139610110.2,Available
PAN,Panama,total,Drinking water,2010,80.85563,2945320.83,Available
PER,Peru,total,Drinking water,2010,70.79242,20549397.7,Available
PHL,Philippines,total,Drinking water,2010,82.57392,77592053.22,Available
PLW,Palau,total,Drinking water,2010,99.54029,17871.46368,Available
PNG,Papua New Guinea,total,Drinking water,2010,22.44849,1641099.867,Available
POL,Poland,total,Drinking water,2010,93.0965,35683686.5,On premises
PRI,Puerto Rico,total,Drinking water,2010,81.62911,2922193.318,Available
PRK,Democratic People's Republic of Korea,total,Drinking water,2010,96.39614,23664134.87,Available
PRT,Portugal,total,Drinking water,2010,94.74964,10039724.41,Available
PRY,Paraguay,total,Drinking water,2010,77.94546,4870045.534,Available
PSE,State of Palestine,total,Drinking water,2010,87.13565,3533901.461,Available
PYF,French Polynesia,total,Drinking water,2010,96.83909,258026.7979,On premises
QAT,Qatar,total,Drinking water,2010,100,1856329,Available
REU,Réunion,total,Drinking water,2010,99.65446,827637.3033,On premises
ROU,Romania,total,Drinking water,2010,81.88552,16763490.01,On premises
RUS,Russian Federation,total,Drinking water,2010,75.28596,108019737.1,On premises
RWA,Rwanda,total,Drinking water,2010,64.84524,6510032.84,Available
SAU,Saudi Arabia,total,Drinking water,2010,94.26847,25849799.55,On premises
SDN,Sudan,total,Drinking water,2010,71.7933,24801006.09,Available
SEN,Senegal,total,Drinking water,2010,45.93018,5823093.942,Available
SGP,Singapore,total,Drinking water,2010,100,5131170,On premises
SHN,Saint Helena,total,Drinking water,2010,98.04985,5081.92354,On premises
SLB,Solomon Islands,total,Drinking water,2010,39.92494,210748.1806,Available
SLE,Sierra Leone,total,Drinking water,2010,43.14696,2768151.858,Available
SLV,El Salvador,total,Drinking water,2010,72.82677,4503517.976,Available
SMR,San Marino,total,Drinking water,2010,100,31221,Available
SOM,Somalia,total,Drinking water,2010,42.4393,5111340.963,Available
SPM,Saint Pierre and Miquelon,total,Drinking water,2010,91.4,5813.954,Available
SRB,Serbia,total,Drinking water,2010,91.76653,8250965.918,Available
STP,Sao Tome and Principe,total,Drinking water,2010,63.37472,114310.256,Available
SUR,Suriname,total,Drinking water,2010,78.73471,416605.8109,Available
SVK,Slovakia,total,Drinking water,2010,97.93309,5292591.042,On premises
SVN,Slovenia,total,Drinking water,2010,98.27432,2008074.578,On premises
SWE,Sweden,total,Drinking water,2010,99.66207,9358424.916,On premises
SWZ,Eswatini,total,Drinking water,2010,39.72404,422997.8667,On premises
SXM,Sint Maarten (Dutch part),total,Drinking water,2010,93.58506,31974.27033,On premises
SYC,Seychelles,total,Drinking water,2010,93.6857,85509.75113,On premises
SYR,Syrian Arab Republic,total,Drinking water,2010,92.70164,19803427.01,Available
TCA,Turks and Caicos Islands,total,Drinking water,2010,89.01191,29069.51042,On premises
TCD,Chad,total,Drinking water,2010,43.76527,5230884.153,Available
TGO,Togo,total,Drinking water,2010,52.40686,3365397.855,Available
THA,Thailand,total,Drinking water,2010,97.38333,65436761.4,Available
TJK,Tajikistan,total,Drinking water,2010,47.68079,3589122.169,Available
TKL,Tokelau,total,Drinking water,2010,83.67651,944.70782,On premises
TKM,Turkmenistan,total,Drinking water,2010,95.20258,4843156.089,Available
TLS,Timor-Leste,total,Drinking water,2010,44.9312,491330.3397,On premises
TON,Tonga,total,Drinking water,2010,90.528,94131.9248,Available
TTO,Trinidad and Tobago,total,Drinking water,2010,78.24767,1039241.773,Available
TUN,Tunisia,total,Drinking water,2010,77.80526,8274779.987,Available
TUR,Turkey,total,Drinking water,2010,91.35063,66071160.97,On premises
TUV,Tuvalu,total,Drinking water,2010,96.94461,10199.54264,On premises
TZA,United Republic of Tanzania,total,Drinking water,2010,25.55829,11334216.43,Available
UGA,Uganda,total,Drinking water,2010,63.86043,20708763.7,Available
UKR,Ukraine,total,Drinking water,2010,84.76335,38814903.46,On premises
URY,Uruguay,total,Drinking water,2010,98.95843,3324283.788,Available
USA,United States of America,total,Drinking water,2010,95.46778,295006384.3,Available
UZB,Uzbekistan,total,Drinking water,2010,58.34314,16637075.21,On premises
VCT,Saint Vincent and the Grenadines,total,Drinking water,2010,69.41855,75152.52114,Available
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2010,72.08177,20500014.9,Available
VGB,British Virgin Islands,total,Drinking water,2010,97.20043,27017.83175,On premises
VIR,United States Virgin Islands,total,Drinking water,2010,97.87719,103834.0009,On premises
VNM,Viet Nam,total,Drinking water,2010,84.88624,74672438.58,On premises
VUT,Vanuatu,total,Drinking water,2010,47.71441,112709.0798,On premises
WLF,Wallis and Futuna Islands,total,Drinking water,2010,98.92319,12549.39585,On premises
WSM,Samoa,total,Drinking water,2010,73.91902,137447.9801,Available
YEM,Yemen,total,Drinking water,2010,46.35222,10732789.73,Available
ZAF,South Africa,total,Drinking water,2010,76.16337,39008569.43,Available
ZMB,Zambia,total,Drinking water,2010,45.29594,6162959.511,Available
ZWE,Zimbabwe,total,Drinking water,2010,60.44714,7675412.878,Available
