ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Safely managed element
QAT,Qatar,total,Drinking water,2020,99.5681,2868616.758,Available
REU,Réunion,total,Drinking water,2020,99.8088,893596.1366,On premises
ROU,Romania,total,Drinking water,2020,81.98883,15772750.61,On premises
RUS,Russian Federation,total,Drinking water,2020,76.10421,111062253.2,On premises
RWA,Rwanda,total,Drinking water,2020,71.45702,9255262.23,Available
SAU,Saudi Arabia,total,Drinking water,2020,99.00921,34468934.44,On premises
SDN,Sudan,total,Drinking water,2020,83.64977,36679811.55,Available
SEN,Senegal,total,Drinking water,2020,52.50304,8791071.952,Available
SGP,Singapore,total,Drinking water,2020,100,5850343,On premises
SHN,Saint Helena,total,Drinking water,2020,98.65026,5989.05705,On premises
SLB,Solomon Islands,total,Drinking water,2020,36.98683,254054.4047,Available
SLE,Sierra Leone,total,Drinking water,2020,53.17273,4241580.923,Available
SLV,El Salvador,total,Drinking water,2020,74.02047,4801116.362,Available
SMR,San Marino,total,Drinking water,2020,100,33938,Available
SOM,Somalia,total,Drinking water,2020,59.75047,9496272.367,Available
SPM,Saint Pierre and Miquelon,total,Drinking water,2020,91.4,5296.63,Available
SRB,Serbia,total,Drinking water,2020,91.8802,8027913.27,Available
SSD,South Sudan,total,Drinking water,2020,2.80329,313793.173,On premises
STP,Sao Tome and Principe,total,Drinking water,2020,68.49727,150119.3071,Available
SUR,Suriname,total,Drinking water,2020,82.74203,485392.8671,Available
SVK,Slovakia,total,Drinking water,2020,99.7877,5448052.1,On premises
SVN,Slovenia,total,Drinking water,2020,98.27432,2043056.207,On premises
SWE,Sweden,total,Drinking water,2020,99.82687,10081784.89,On premises
SWZ,Eswatini,total,Drinking water,2020,50.78653,589207.0151,On premises
SYR,Syrian Arab Republic,total,Drinking water,2020,93.62491,16384972.85,Available
TCD,Chad,total,Drinking water,2020,48.36493,7944354.698,Available
TGO,Togo,total,Drinking water,2020,62.36744,5163236.66,Available
THA,Thailand,total,Drinking water,2020,99.50879,69457109.53,Available
TJK,Tajikistan,total,Drinking water,2020,55.23686,5268294.225,Available
TKL,Tokelau,total,Drinking water,2020,97.28118,1313.29594,On premises
TKM,Turkmenistan,total,Drinking water,2020,99.64379,6009703.019,Available
TLS,Timor-Leste,total,Drinking water,2020,73.89438,974254.5785,On premises
TON,Tonga,total,Drinking water,2020,90.85956,96035.83405,Available
TTO,Trinidad and Tobago,total,Drinking water,2020,82.33912,1152328.549,Available
TUN,Tunisia,total,Drinking water,2020,80.51036,9515211.602,Available
TUR,Turkey,total,Drinking water,2020,93.04767,78475537.42,On premises
TUV,Tuvalu,total,Drinking water,2020,97.7,11520.784,On premises
TZA,United Republic of Tanzania,total,Drinking water,2020,33.30791,19896220.73,Available
UGA,Uganda,total,Drinking water,2020,73.1274,33449204.42,Available
UKR,Ukraine,total,Drinking water,2020,92.13566,40294382.6,On premises
URY,Uruguay,total,Drinking water,2020,100,3473727,Available
USA,United States of America,total,Drinking water,2020,97.32572,322150710.7,Available
UZB,Uzbekistan,total,Drinking water,2020,58.83006,19689951.98,On premises
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2020,25.71568,7312496.549,Available
VGB,British Virgin Islands,total,Drinking water,2020,97.99269,29630.05068,On premises
VIR,United States Virgin Islands,total,Drinking water,2020,97.93599,102267.7025,On premises
VNM,Viet Nam,total,Drinking water,2020,96.88436,94305861.09,On premises
VUT,Vanuatu,total,Drinking water,2020,50.38178,154747.6337,On premises
WLF,Wallis and Futuna Islands,total,Drinking water,2020,98.15544,11038.56045,On premises
WSM,Samoa,total,Drinking water,2020,75.24435,149292.3104,Available
YEM,Yemen,total,Drinking water,2020,56.52446,16858967.24,Available
ZAF,South Africa,total,Drinking water,2020,70.3639,41731911.58,Available
ZMB,Zambia,total,Drinking water,2020,52.04426,9567793.296,Available
ZWE,Zimbabwe,total,Drinking water,2020,59.51986,8846392.974,Available
